Party,Criminal Case,Total Assets,Liabilities,state,Education,isDoctor,isAdvocate,isSC,isST
DMK,0,710000,2300,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,0,0,10000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,70000,100,MAHARASHTRA,Post Graduate,1.0,0.0,0.0,0.0
BJP,2,20000,500,BIHAR,10th Pass,0.0,0.0,0.0,0.0
AIADMK,0,100000,0,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
BJD,30,1300,1200,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
JD(U),1,1300,10000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
INC,1,3900,2200,ODISHA,10th Pass,0.0,0.0,0.0,0.0
INC,1,10000,10000,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
AITC,1,20000,8600,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJP,0,0,10000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,51,190000,49,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
BJP,6,90000,1300,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,14,76,5200,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,6,40000,0,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
BJP,0,10000,80000,WESTBENGAL,10th Pass,1.0,0.0,0.0,0.0
BJD,1,90000,0,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,1,0,2400,TRIPURA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,300,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
AAP,1,30000,3000,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
AITC,2,40000,5700,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,3000,7400,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,8900,100000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,8,0,100,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
INC,11,200000,180000,KARNATAKA,12th Pass,1.0,0.0,0.0,0.0
JD(S),1,370000,140000,BIHAR,Graduate,0.0,0.0,0.0,0.0
CPI(M),2,0,2500,MEGHALAYA,Graduate,0.0,0.0,0.0,0.0
BJP,6,10000,40000,DELHI,Graduate,0.0,0.0,0.0,0.0
AITC,3,50000,5100,BIHAR,12th Pass,0.0,0.0,0.0,0.0
SP,0,4600,7200,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
SP,0,120000,0,KARNATAKA,Doctorate,1.0,0.0,0.0,0.0
SHS,7,20000,5700,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,4,10000,8300,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
BJP,0,150000,600,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,30000,6500,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,20000,700,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,320000,5600,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
RJD,0,20000,900,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,0,5900,10000,MADHYAPRADESH,5th Pass,0.0,0.0,0.0,0.0
INC,0,70000,900,ASSAM,12th Pass,0.0,0.0,0.0,0.0
INC,0,70000,2000,KARNATAKA,Others,0.0,0.0,0.0,0.0
BJP,3,200000,500,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
SHS,5,120000,30000,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
AAP,0,460000,8900,BIHAR,10th Pass,0.0,0.0,0.0,0.0
DMK,0,150000,100,MADHYAPRADESH,8th Pass,1.0,0.0,0.0,0.0
BJP,1,40000,500,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,2,40000,1900,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),0,110000,8100,MADHYAPRADESH,8th Pass,0.0,0.0,0.0,0.0
YSRCP,1,20000,10000,ASSAM,Post Graduate,0.0,0.0,0.0,0.0
BJP,8,1900,10000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,3,20000,10000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,2,3900,94,PUNJAB,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,50000,2400,HARYANA,Graduate,0.0,0.0,0.0,0.0
AAP,1,90000,10000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
CPI(M),1,10000,1900,ASSAM,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,900,ASSAM,Post Graduate,0.0,0.0,0.0,0.0
INC,1,50000,0,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),1,0,10000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
INC,1,30000,50000,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
IND,4,20000,40000,BIHAR,Others,0.0,0.0,0.0,0.0
INC,0,90000,10000,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
INC,1,80000,70000,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,10000,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,4,40000,40000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,1,10000,10000,ODISHA,10th Pass,0.0,0.0,0.0,0.0
IND,1,5300,82,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
AITC,1,30000,10000,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,2,40000,0,GUJARAT,10th Pass,1.0,0.0,0.0,0.0
BJP,1,130000,10000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,1,170000,500,NAGALAND,Post Graduate,0.0,0.0,0.0,0.0
SP,0,30000,0,KARNATAKA,Graduate Professional,1.0,0.0,0.0,0.0
BJP,0,40000,2900,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
INC,0,1210000,10000,ODISHA,Graduate Professional,0.0,0.0,0.0,0.0
SHS,0,20000,800,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,6300,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
CPI(M),0,200000,5900,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,90000,80000,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJP,3,40000,4000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
AITC,1,10000,30000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,2,3500,6000,GUJARAT,8th Pass,0.0,0.0,0.0,0.0
INC,4,390000,10000,BIHAR,Graduate,0.0,0.0,0.0,0.0
INC,1,2500,30000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,1,30000,100,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,1500,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJD,0,0,10000,DELHI,Post Graduate,0.0,0.0,0.0,0.0
NCP,0,260000,10000,WESTBENGAL,Doctorate,0.0,0.0,0.0,0.0
BJP,0,110000,5900,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,330000,15,RAJASTHAN,12th Pass,0.0,0.0,0.0,0.0
INC,14,8700,2400,BIHAR,Others,0.0,0.0,0.0,0.0
BJP,3,40000,10000,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJD,3,200000,50000,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
BJP,5,20000,7600,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,0,TRIPURA,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,2410000,14,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,60000,10000,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,20000,0,KARNATAKA,Doctorate,0.0,0.0,0.0,0.0
DMK,1,40000,300000,TAMILNADU,Doctorate,1.0,0.0,0.0,0.0
BJP,1,20000,10000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,5300,230000,ODISHA,Graduate Professional,0.0,0.0,0.0,0.0
AAP,3,8300,8300,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
AAP,0,390000,40000,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
INC,1,160000,1700,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,900,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
NPP,2,150000,5500,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,3,20000,100,HIMACHALPRADESH,Doctorate,0.0,0.0,0.0,0.0
BJP,1,30000,10000,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,0,7000,40000,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,520000,0,KARNATAKA,Literate,0.0,0.0,0.0,0.0
YSRCP,0,10000,6400,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,160000,50000,MADHYAPRADESH,10th Pass,1.0,0.0,0.0,0.0
SHS,1,0,0,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,0,TRIPURA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,4000,MADHYAPRADESH,Graduate Professional,1.0,0.0,0.0,0.0
AIADMK,0,30000,30000,TAMILNADU,Others,0.0,0.0,0.0,0.0
BJP,0,8700,100,TAMILNADU,10th Pass,1.0,0.0,0.0,0.0
BJP,1,20000,2000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,0,20000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
SHS,8,30000,500,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
INC,0,30000,600,PUNJAB,Doctorate,0.0,0.0,0.0,0.0
INC,1,3600,6600,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
NPP,1,4100,900,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,60000,1800,ANDHRAPRADESH,8th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,0,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,3,30000,500,KARNATAKA,Others,1.0,0.0,0.0,0.0
SP,1,90000,1200,BIHAR,Graduate,0.0,0.0,0.0,0.0
INC,1,200000,8300,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
AAP,15,1700,10000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
INC,1,340000,9700,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJP,0,1600,3100,MADHYAPRADESH,Post Graduate,1.0,0.0,0.0,0.0
DMK,3,90000,0,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
AIADMK,1,50000,20000,ASSAM,Graduate Professional,0.0,0.0,0.0,0.0
DMK,0,90000,10000,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJD,1,8700,2800,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
INC,4,40000,40000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
AITC,12,340000,120000,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,9400,100,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
YSRCP,0,4400,14,ANDHRAPRADESH,12th Pass,1.0,0.0,0.0,0.0
AAP,12,10000,1900,KERALA,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,110000,2600,UTTARAKHAND,Graduate,0.0,0.0,0.0,0.0
BJP,12,2920000,5700,KERALA,Graduate,0.0,0.0,0.0,0.0
BJP,0,1800,8100,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
BJP,1,10000,1200,DELHI,12th Pass,0.0,0.0,0.0,0.0
CPI(M),1,40000,30000,CHHATTISGARH,12th Pass,0.0,0.0,0.0,0.0
SHS,0,0,900,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
CPI(M),0,20000,200,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,0,90000,2300,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
INC,1,210000,0,HIMACHALPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJD,51,6400,82,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,2300,6600,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,40000,MADHYAPRADESH,Doctorate,1.0,0.0,0.0,0.0
INC,0,170000,100,RAJASTHAN,8th Pass,0.0,0.0,0.0,0.0
SP,1,110000,1170000,MANIPUR,Graduate,1.0,0.0,0.0,0.0
BJP,2,170000,3000,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJD,0,70000,2300,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
AAP,0,470000,4600,GUJARAT,Graduate Professional,0.0,0.0,0.0,0.0
INC,3,30000,170000,BIHAR,Graduate,0.0,0.0,0.0,0.0
INC,12,20000,6000,ANDHRAPRADESH,8th Pass,1.0,0.0,0.0,0.0
BJP,1,290000,50000,TRIPURA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,10000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,100000,80000,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
CPI,0,9400,160000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
AITC,0,40000,500,MADHYAPRADESH,8th Pass,0.0,0.0,0.0,0.0
INC,0,660000,170000,GUJARAT,Literate,1.0,0.0,0.0,0.0
INC,1,60000,400,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,60000,10000,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,350000,1300,BIHAR,10th Pass,0.0,0.0,0.0,0.0
RJD,0,100000,10000,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,80000,2400,KARNATAKA,Doctorate,1.0,0.0,0.0,0.0
INC,1,6200,82,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
DMK,0,300,2830000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,3000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
YSRCP,1,10000,1100,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
NCP,6,700000,60000,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJD,0,20000,500,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
INC,5,10000,0,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
INC,0,110000,90000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
AITC,0,0,0,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,3000,RAJASTHAN,12th Pass,0.0,0.0,0.0,0.0
DMK,1,0,0,KERALA,Graduate Professional,0.0,0.0,0.0,0.0
JMM,0,3300,10000,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,60000,900,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
INC,2,270000,1200,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
AAP,3,30000,1300,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,1,1800,3300,MANIPUR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,10000,0,HARYANA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,10000,HARYANA,Post Graduate,0.0,0.0,0.0,0.0
SP,5,170000,10000,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,2,5300,0,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
AAP,6,20000,10000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,1,60000,300,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
INC,1,70000,6100,GUJARAT,10th Pass,1.0,0.0,0.0,0.0
BJP,0,20000,0,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
JMM,0,100000,100,ARUNACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,100,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
JD(U),11,510000,2900,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,1,140000,40000,GUJARAT,Post Graduate,0.0,0.0,0.0,0.0
JMM,0,0,3200,UTTARPRADESH,Others,0.0,0.0,0.0,0.0
SHS,1,200000,10000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
DMK,1,170000,20000,PUDUCHERRY,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,30000,0,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
INC,0,70000,0,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
INC,2,140000,3000,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,150000,10000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJD,0,30000,0,DELHI,10th Pass,0.0,0.0,0.0,0.0
AITC,0,20000,0,GOA,Graduate,0.0,0.0,0.0,0.0
INC,4,40000,40000,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
INC,1,50000,2300,JHARKHAND,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
AAP,0,80000,100000,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,100,PUNJAB,10th Pass,1.0,0.0,0.0,0.0
DMK,1,190000,20000,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,1,80000,40000,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,10000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,4000,8200,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,0,120000,10000,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
AITC,1,0,800,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
SP,0,8400,560000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,6,0,20000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
AAP,1,20000,1200,DELHI,10th Pass,0.0,0.0,0.0,0.0
INC,3,100,94,ASSAM,10th Pass,0.0,0.0,0.0,0.0
INC,1,20000,200,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,1,200000,5900,HARYANA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,40000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
SHS,0,20000,4100,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,1600,DELHI,Graduate,0.0,0.0,0.0,0.0
YSRCP,0,30000,40000,JHARKHAND,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,0,1100,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,900,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
YSRCP,0,20000,1200,JHARKHAND,12th Pass,0.0,0.0,0.0,0.0
IND,0,10000,9300,TRIPURA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,80000,8100,MADHYAPRADESH,Doctorate,1.0,0.0,0.0,0.0
BJP,0,70000,1400,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
DMK,99,14130000,900,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
BJP,0,1900,2000,UTTARPRADESH,Graduate Professional,1.0,0.0,0.0,0.0
BJP,1,400,10000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,4100,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,1,5000,9300,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
RJD,0,10000,300,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
INC,1,0,8800,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,3,90000,900,DELHI,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,10000,8100,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,10000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,0,7000,7400,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
DMK,1,5200,1500,GUJARAT,10th Pass,1.0,0.0,0.0,0.0
BJP,0,480000,100,ODISHA,Doctorate,0.0,0.0,0.0,0.0
BJP,1,20000,10000,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
BJP,0,170000,10000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
INC,2,80000,800,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJD,1,40000,30000,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,200,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),6,20000,40000,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
YSRCP,6,9300,6000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
INC,0,120000,200000,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
NCP,6,10000,60000,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
DMK,0,80000,1200,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
JD(U),0,0,60000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
AAP,0,170000,0,KARNATAKA,Others,0.0,0.0,0.0,0.0
CPI(M),0,70000,5800,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,8100,CHHATTISGARH,Graduate,0.0,0.0,0.0,0.0
BJP,0,90000,1000,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
AAP,1,130000,2000,PUNJAB,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,4600,1400,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,1,7000,1400,SIKKIM,10th Pass,0.0,0.0,0.0,0.0
AITC,0,5400,10000,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,5900,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJP,2,20000,500,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJD,0,140000,2100,ARUNACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,5800,1170000,SIKKIM,10th Pass,0.0,0.0,0.0,0.0
DMK,0,70000,800,MADHYAPRADESH,5th Pass,0.0,0.0,0.0,0.0
BJP,3,10000,0,JHARKHAND,Graduate,0.0,0.0,0.0,0.0
INC,1,3800,0,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),1,10000,4700,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,0,60000,PUDUCHERRY,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,60000,1200,RAJASTHAN,12th Pass,0.0,0.0,0.0,0.0
BJP,0,140000,8300,MANIPUR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,6,50000,70000,GOA,12th Pass,0.0,0.0,0.0,0.0
NCP,1,7700,500,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,2,0,100,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,1,0,0,BIHAR,Graduate,0.0,0.0,0.0,0.0
SP,5,40000,800,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,40000,3900,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
AIADMK,6,6480000,500,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJP,1,40000,10000,HARYANA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,2000,GOA,12th Pass,1.0,0.0,0.0,0.0
AAP,1,20000,10000,BIHAR,12th Pass,0.0,0.0,0.0,0.0
JD(U),0,40000,600,HIMACHALPRADESH,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),4,20000,300,TAMILNADU,Graduate Professional,0.0,1.0,0.0,0.0
IND,2,9400,140000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,6480000,120000,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
AAP,3,3300,130000,ANDHRAPRADESH,Others,0.0,0.0,0.0,0.0
BJP,0,30000,2800,UTTARAKHAND,Doctorate,1.0,0.0,0.0,0.0
INC,0,90000,10000,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,0,110000,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,30000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJD,5,130000,3500,KERALA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,0,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,30000,3000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
IND,6,40000,3300,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,3,0,400,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
DMK,1,180000,400,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
SP,0,6480000,5900,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,20000,0,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,0,1900,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,200000,0,CHHATTISGARH,12th Pass,0.0,0.0,0.0,0.0
BJD,8,130000,600,RAJASTHAN,8th Pass,0.0,0.0,0.0,0.0
AITC,1,90000,1600,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
IND,0,10000,30000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,0,80000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
IND,1,30000,60000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
DMK,12,4000,2100,ASSAM,Others,0.0,0.0,0.0,0.0
INC,2,90000,900,ASSAM,Graduate,0.0,0.0,0.0,0.0
BJP,0,30000,1100,CHHATTISGARH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,50000,8100,ODISHA,12th Pass,0.0,0.0,0.0,0.0
BJP,14,50000,6900,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,10000,10000,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,70000,2100,UTTARPRADESH,Literate,0.0,0.0,0.0,0.0
AIADMK,0,110000,100,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,7700,0,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,190000,1200,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
NDPP,1,3100,74,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
AAP,0,6200,400,DELHI,12th Pass,0.0,0.0,0.0,0.0
DMK,0,4900,20000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJD,0,0,110000,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
DMK,0,20000,40000,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,460000,300,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
AAP,5,110000,1300,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,3,270000,1400,NAGALAND,12th Pass,0.0,0.0,0.0,0.0
BJP,5,30000,1200,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,7000,0,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,30000,3200,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
